Año(aaaa)-Mes(mm),Id Periodicidad,Tipo,Descripcion Nivel_1_español,Descripcion Nivel_2_español,Codigo Nivel_ 1,Codigo Nivel_ 2,Descripcion Nivel_3_español,Codigo Nivel_ 3,Valor,Version,Descripcion español
1998-08-31,3,MONETARIO,Base monetaria,Total,6,3,,,"7318,69",Última,miles de millones de pesos colombianos
1998-08-31,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
1998-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"5104,131",Última,miles de millones de pesos colombianos
1998-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"22741,635",Última,miles de millones de pesos colombianos
1998-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"14645,025",Última,miles de millones de pesos colombianos
1998-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"37386,66",Última,miles de millones de pesos colombianos
1998-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"3367,204",Última,miles de millones de pesos colombianos
1998-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"1981,986",Última,miles de millones de pesos colombianos
1998-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"5349,19",Última,miles de millones de pesos colombianos
1998-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,"1133,332",Última,miles de millones de pesos colombianos
1998-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"1153,492000965",Última,miles de millones de pesos colombianos
1998-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"944,915239182",Última,miles de millones de pesos colombianos
1998-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"52082,175240147",Última,miles de millones de pesos colombianos
1998-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
1998-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,"1010,455",Última,miles de millones de pesos colombianos
1998-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,"1010,455",Última,miles de millones de pesos colombianos
1998-08-31,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
1998-08-31,3,MONETARIO,M1,,8,,,,"8637,403107",Última,miles de millones de pesos colombianos
1998-08-31,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"46024,063107",Última,miles de millones de pesos colombianos
1998-08-31,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"55370,388347147",Última,miles de millones de pesos colombianos
1998-08-31,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"52082,175240147",Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"3418,336",Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"3910,122",Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,Base monetaria,Total,6,3,,,"7328,458",Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"5269,157",Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"22043,525",Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"14765,468",Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"36808,993",Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"3306,508",Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"1931,549",Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"5238,057",Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,"1158,176",Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"1547,918010718",Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"1095,467561732",Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"51857,61757245",Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,"739,849",Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,"739,849",Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,M1,,8,,,,"8656,393",Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"45465,386",Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"55275,95357245",Última,miles de millones de pesos colombianos
1998-07-31,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"51857,61757245",Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"3535,51843",Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"3803,51357",Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,Base monetaria,Total,6,3,,,"7339,032",Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"5428,67",Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"21310,531",Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"15165,132",Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"36475,663",Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"3319,799",Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"2097,398",Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"5417,197",Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,"1150,851",Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"1233,991015365",Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"976,461769435",Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"51607,8337848",Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,925,Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,925,Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,M1,,8,,,,"8952,71543",Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"45428,37843",Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"55143,3522148",Última,miles de millones de pesos colombianos
1998-06-30,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"51607,8337848",Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"3394,047267",Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"3755,322733",Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,Base monetaria,Total,6,3,,,"7149,37",Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"5504,998",Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"21053,248",Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"15479,785",Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"36533,033",Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"3369,479",Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"2153,93",Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"5523,409",Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,"1124,4",Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"1619,669183754",Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"861,101924524",Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"51511,611108278",Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,345,Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,345,Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,M1,,8,,,,"8917,456267",Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"45450,489267",Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"54905,658375278",Última,miles de millones de pesos colombianos
1998-05-31,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"51511,611108278",Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"3411,453922",Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"4019,115078",Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,Base monetaria,Total,6,3,,,"7430,569",Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"5491,374",Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"20294,093",Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"15110,28",Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"35404,373",Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"3370,829",Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"2006,038",Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"5376,867",Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,"1140,251",Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"1416,777039641",Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"729,631719779",Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"50203,27375942",Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,644,Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,644,Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,M1,,8,,,,"8788,320922",Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"44192,693922",Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"53614,72768142",Última,miles de millones de pesos colombianos
1998-04-30,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"50203,27375942",Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"3247,262",Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"4101,216",Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,Base monetaria,Total,6,3,,,"7348,478",Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"5516,116",Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"19380,666",Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"15193,376",Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"34574,042",Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"3453,485",Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"2162,24",Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"5615,725",Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,"1170,708",Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"1466,70902276",Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"750,902987268",Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"49804,203010028",Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,710,Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,710,Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,M1,,8,,,,"8862,987",Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"43437,029",Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"53051,465010028",Última,miles de millones de pesos colombianos
1998-03-31,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"49804,203010028",Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"3335,788926",Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"4044,717074",Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,Base monetaria,Total,6,3,,,"7380,506",Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"5496,915",Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"19119,043",Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"14807,154",Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"33926,197",Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"3462,509",Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"2080,62",Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"5543,129",Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,"1153,235",Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"1203,200011621",Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"722,495671121",Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"48804,171682742",Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,759,Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,759,Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,M1,,8,,,,"8878,917926",Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"42805,114926",Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"52139,960608742",Última,miles de millones de pesos colombianos
1998-02-28,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"48804,171682742",Última,miles de millones de pesos colombianos
1998-01-31,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"3423,16",Última,miles de millones de pesos colombianos
1998-01-31,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"3986,57",Última,miles de millones de pesos colombianos
1998-01-31,3,MONETARIO,Base monetaria,Total,6,3,,,"7409,73",Última,miles de millones de pesos colombianos
1998-01-31,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
1998-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"5396,384",Última,miles de millones de pesos colombianos
1998-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"18626,829",Última,miles de millones de pesos colombianos
1998-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"14776,412",Última,miles de millones de pesos colombianos
1998-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"33403,241",Última,miles de millones de pesos colombianos
1998-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"3710,057",Última,miles de millones de pesos colombianos
1998-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"2188,619",Última,miles de millones de pesos colombianos
1998-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"5898,676",Última,miles de millones de pesos colombianos
1998-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,"1135,517",Última,miles de millones de pesos colombianos
1998-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"1797,809",Última,miles de millones de pesos colombianos
1998-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"732,706395018",Última,miles de millones de pesos colombianos
1998-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"48645,333395018",Última,miles de millones de pesos colombianos
1998-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
1998-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,281,Última,miles de millones de pesos colombianos
