Año(aaaa)-Mes(mm),Id Periodicidad,Tipo,Descripcion Nivel_1_español,Descripcion Nivel_2_español,Codigo Nivel_ 1,Codigo Nivel_ 2,Descripcion Nivel_3_español,Codigo Nivel_ 3,Valor,Version,Descripcion español
2014-09-30,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"19870,35849818",Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"105045,56910371",Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"135870,07775097",Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"240915,64685468",Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"29518,01938846",Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"15168,81680171",Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"44686,83619017",Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,0,Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"6071,05966153",Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"3438,74086123",Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"314982,64206579",Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,M1,,8,,,,"81692,02217308",Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"322607,66902776",Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"351987,8280487",Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"315928,74457679",Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"37061,39771909",Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"23914,14214891",Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,Base monetaria,Total,6,3,,,"60975,539868",Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"19134,37318874",Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"103456,62730907",Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"141507,72480341",Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"244964,35211248",Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"29553,49598668",Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"14793,85558781",Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"44347,35157449",Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,0,Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"5774,82742018",Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"4168,22069375",Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"318389,12498964",Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,M1,,8,,,,"81408,74929358",Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"326373,10140606",Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"355450,52270873",Última,miles de millones de pesos colombianos
2014-08-31,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"319335,19220664",Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"37916,31707211",Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"24737,10913789",Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,Base monetaria,Total,6,3,,,"62653,42621",Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"18940,57372735",Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"102464,40929453",Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"141652,48083096",Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"244116,89012549",Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"29142,86411992",Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"14377,71587916",Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"43520,57999908",Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,0,Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"5343,60120185",Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"4399,15381272",Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"316320,79886649",Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,M1,,8,,,,"81436,89707119",Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"325553,78719668",Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"354237,1159386",Última,miles de millones de pesos colombianos
2014-07-31,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"316320,72741949",Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"37065,42624876",Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"25213,77291324",Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,Base monetaria,Total,6,3,,,"62279,199162",Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"19522,91699459",Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"101220,61450568",Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"138429,02896531",Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"239649,64347099",Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"29191,42084932",Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"15625,70357901",Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"44817,12442833",Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,0,Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"5862,61939214",Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"4268,86458127",Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"314121,16886732",Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,M1,,8,,,,"81882,55067709",Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"321532,19414808",Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"351186,59511608",Última,miles de millones de pesos colombianos
2014-06-30,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"314121,02552632",Última,miles de millones de pesos colombianos
2014-05-31,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"36083,44358079",Última,miles de millones de pesos colombianos
2014-05-31,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"25364,20287021",Última,miles de millones de pesos colombianos
2014-05-31,3,MONETARIO,Base monetaria,Total,6,3,,,"61447,646451",Última,miles de millones de pesos colombianos
2014-05-31,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
2014-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"19817,12559011",Última,miles de millones de pesos colombianos
2014-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"101154,12094237",Última,miles de millones de pesos colombianos
2014-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"137008,07428043",Última,miles de millones de pesos colombianos
2014-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"238162,1952228",Última,miles de millones de pesos colombianos
2014-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"27853,09086964",Última,miles de millones de pesos colombianos
2014-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"14732,49438608",Última,miles de millones de pesos colombianos
2014-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"42585,58525572",Última,miles de millones de pesos colombianos
2014-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,0,Última,miles de millones de pesos colombianos
2014-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"5642,79293466",Última,miles de millones de pesos colombianos
2014-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"3948,49937836",Última,miles de millones de pesos colombianos
2014-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"310156,19838165",Última,miles de millones de pesos colombianos
2014-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
2014-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
